"nms873"	"n616_ad4_zscore"	"cons"
"ZINC0004102194"	0.684755191	NA	NA
"ZINC0004102313  "	0.211139613	NA	NA
"ZINC0004102407"	0.674986614	-0.381141054	0.29384556
"ZINC000411286"	NA	-0.154098923	NA
"ZINC0004149248"	NA	-0.202750808	NA
"ZINC0004149248  "	1.318242592	NA	NA
"ZINC0004172149"	0.723136788	-0.067606682	0.655530106
"ZINC00041739029"	NA	-0.024360562	NA
"ZINC00041747181"	NA	-1.213628868	NA
"ZINC00041747181  "	1.414176403	NA	NA
"ZINC0004175569"	1.109922548	-1.197411573	-0.087489025
"ZINC0004175630"	1.280933897	-1.051455917	0.22947798
"ZINC0004182572"	0.538186121	-1.770422666	-1.232236545
"ZINC0004211931"	NA	-0.683863896	NA
"ZINC0004212127"	0.663633506	NA	NA
"ZINC0004212221"	0.279397508	-0.332489169	-0.053091661
"ZINC0004212603"	0.18347337	-0.191939278	-0.00846590799999999
"ZINC0004212851"	0.211929972	NA	NA
"ZINC0004212915"	0.209920485	-1.246063458	-1.036142973
"ZINC0004213357"	0.174626292	NA	NA
"ZINC0004213382  "	0.596281822	NA	NA
"ZINC0004213604"	0.213803222	-0.889282967	-0.675479745
"ZINC0004213828"	0.4656618	NA	NA
"ZINC0004214303"	0.634281047	NA	NA
"ZINC0004214704"	1.019257881	-1.456888295	-0.437630414
"ZINC0004214755"	0.653166387	-0.397358349	0.255808038
"ZINC0004214767"	0.477500888	-0.375735289	0.101765599
"ZINC0004214772"	NA	-1.348772994	NA
"ZINC0004214772  "	1.131815045	NA	NA
"ZINC0004214779"	1.262426866	-0.278431518	0.983995348
"ZINC0004214836"	0.126836121	-0.51628518	-0.389449059
"ZINC0004214849"	0.400969149	-0.759544606	-0.358575457
"ZINC0004214955"	0.064850177	NA	NA
"ZINC0004215172"	0.158977309	-1.905566792	-1.746589483
"ZINC0004215219"	0.830999067	NA	NA
"ZINC0004215257"	0.911550131	NA	NA
"ZINC0004215267"	0.575556947	NA	NA
"ZINC0004215391"	0.171851353	-0.413575644	-0.241724291
"ZINC0004215541"	0.591052994	-0.932529087	-0.341476093
"ZINC0004215661"	NA	-0.451415999	NA
"ZINC0004215820"	0.582376158	-0.137881628	0.44449453
"ZINC0004216238"	0.104124161	NA	NA
"ZINC0004216500"	0.453493724	NA	NA
"ZINC0004216862"	0.314649846	NA	NA
"ZINC0004216874"	0.479165626	-0.808196491	-0.329030865
"ZINC0004217172"	0.682260021	-1.543380535	-0.861120514
"ZINC0004217231"	0.508644359	NA	NA
"ZINC0004217252"	1.374382237	-1.235251928	0.139130309
"ZINC0004217265  "	0.945792028	NA	NA
"ZINC0004217270"	0.127280638	NA	NA
"ZINC0004217387"	0.78080613	NA	NA
"ZINC0004217451"	0.561014412	-1.992059032	-1.43104462
"ZINC0004217454"	NA	-0.159504688	NA
"ZINC0004217475"	0.527625369	-1.619061245	-1.091435876
"ZINC0004217476"	0.946906927	NA	NA
"ZINC0004217500"	0.735201695	-0.359517994	0.375683701
"ZINC0004217551"	0.648572661	NA	NA
"ZINC0004217594"	0.181316523	-0.148693158	0.032623365
"ZINC0004217631"	NA	-0.208156573	NA
"ZINC0004228262"	NA	-0.121664333	NA
"ZINC0004235575"	0.536227432	-0.110852803	0.425374629
"ZINC0004245630"	0.500650993	NA	NA
"ZINC0004245632"	0.06316197	-0.251402693	-0.188240723
"ZINC0004245665"	0.819581971	-0.63521201	0.184369961
"ZINC0004261765  "	0.793806791	NA	NA
"ZINC0004264"	0.203934669	NA	NA
"ZINC00042803194"	NA	-2.402897175	NA
"ZINC00042803194  "	1.263578517	NA	NA
"ZINC00042855864"	1.625196984	-1.197411573	0.427785411
"ZINC00042856088"	1.236214074	-0.451415999	0.784798075
"ZINC00042881303"	1.103828689	-0.49466212	0.609166569
"ZINC00042893657"	1.296956268	-0.137881628	1.15907464
"ZINC00042921365"	NA	-0.986586737	NA
"ZINC00042921365  "	1.264829538	NA	NA
"ZINC0004292899"	0.482399412	-0.429792939	0.052606473
"ZINC00043013490"	1.295142664	NA	NA
"ZINC00043015507"	1.270465988	-0.873065672	0.397400316
"ZINC00043024000"	1.112563424	NA	NA
"ZINC00043075785"	0.538667315	NA	NA
"ZINC00043100709"	0.733012672	-0.343300699	0.389711973
"ZINC00043100810"	NA	-0.013549032	NA
"ZINC00043100810  "	1.36803851	NA	NA
"ZINC00043100953  "	1.264039881	NA	NA
"ZINC00043100956"	0.946574726	-0.137881628	0.808693098
"ZINC00043103796"	0.869793504	NA	NA
"ZINC00043103796z"	0.940702164	NA	NA
"ZINC00043120334"	0.889965287	NA	NA
"ZINC00043128334  "	0.970786225	NA	NA
"ZINC00043128366"	0.907905294	-2.278564579	-1.370659285
"ZINC00043129417"	NA	-0.040577857	NA
"ZINC00043129461"	1.36050534	NA	NA
"ZINC00043130477"	NA	-0.316271874	NA
"ZINC00043130477  "	0.384914083	NA	NA
"ZINC00043130513"	0.759139574	NA	NA
"ZINC00043130908"	1.270360679	NA	NA
"ZINC00043131420"	0.895086274	NA	NA
"ZINC00043132692"	NA	-1.878537967	NA
"ZINC00043132692  "	1.348261019	NA	NA
"ZINC00043152558"	0.179018802	-0.775761901	-0.596743099
"ZINC00043152599"	0.656791474	-0.413575644	0.24321583
"ZINC00043152787"	0.539363394	-1.456888295	-0.917524901
"ZINC00043152942"	0.340141315	NA	NA
"ZINC00043153259"	NA	-1.002804032	NA
"ZINC00043153259  "	1.017372522	NA	NA
"ZINC00043154039"	1.017658379	-0.143287393	0.874370986
"ZINC00043154472"	1.419385697	-1.175788513	0.243597184
"ZINC00043170515"	1.139420065	-0.451415999	0.688004066
"ZINC00043170519"	1.509305754	-1.083890508	0.425415246
"ZINC00043171710"	0.795178807	NA	NA
"ZINC00043172134"	1.257150209	-0.370329524	0.886820685
"ZINC00043174901"	0.767033536	NA	NA
"ZINC00043176569"	0.445415946	-0.878471437	-0.433055491
"ZINC00043178454"	0.117974188	-0.283837283	-0.165863095
"ZINC00043194549"	NA	-0.510879415	NA
"ZINC00043194549  "	1.186220916	NA	NA
"ZINC00043195316"	0.857566617	-0.743327311	0.114239306
"ZINC00043195317"	1.072729415	-2.629939306	-1.557209891
"ZINC00043195321"	0.937996645	-1.45148253	-0.513485885
"ZINC00043195878"	0.672668712	NA	NA
"ZINC00043196009"	0.830269341	-1.246063458	-0.415794117
"ZINC00043196229"	1.072729415	-1.300121109	-0.227391694
"ZINC00043196377"	0.744126347	-1.294715344	-0.550588997
"ZINC00043196550"	0.830526505	NA	NA
"ZINC00043196885"	NA	-1.824480317	NA
"ZINC00043196885  "	1.012414729	NA	NA
"ZINC00043197674"	0.444221211	-0.781167666	-0.336946455
"ZINC00043197676"	NA	-1.056861682	NA
"ZINC00043197676  "	0.572310526	NA	NA
"ZINC00043199551"	0.781140342	-0.462227529	0.318912813
"ZINC00043199890"	0.637090923	-0.267619988	0.369470935
"ZINC00043199965"	0.91886189	-2.402897175	-1.484035285
"ZINC00043201232"	1.046757508	-0.078418212	0.968339296
"ZINC00043201999"	0.26490669	-1.500134415	-1.235227725
"ZINC00043202140"	NA	-0.58115436	NA
"ZINC00043202140  "	0.921365679	NA	NA
"ZINC00043202335"	1.392144666	-2.456954825	-1.064810159
"ZINC00043202455"	1.374785317	-0.662240835	0.712544482
"ZINC00043202464"	1.066618743	-0.543314005	0.523304738
"ZINC00043202741"	1.350404299	-0.824413786	0.525990513
"ZINC00043202844"	1.32880416	-0.829819551	0.498984609
"ZINC00043202900"	NA	-1.121730863	NA
"ZINC00043202900  "	1.411867883	NA	NA
"ZINC00043202993"	1.233948037	NA	NA
"ZINC00043203317"	1.069755305	-0.532502475	0.53725283
"ZINC00043203371"	NA	-1.543380535	NA
"ZINC00043203371  "	0.372606112	NA	NA
"ZINC00043203531"	0.939670171	-1.110919333	-0.171249162
"ZINC00043203898"	0.987161296	-1.224440398	-0.237279102
"ZINC00043204002"	0.954324805	-1.105513568	-0.151188763
"ZINC00043204022"	NA	-0.754138841	NA
"ZINC00043204022  "	0.780451034	NA	NA
"ZINC00043204023"	1.086930292	-0.716298486	0.370631806
"ZINC00043204023z"	1.137791323	NA	NA
"ZINC00043204048"	0.978086037	-2.040710918	-1.062624881
"ZINC00043204048z"	1.076899732	NA	NA
"ZINC00043204100"	1.472047926	-0.381141054	1.090906872
"ZINC00043204146"	NA	-1.61365548	NA
"ZINC00043204146  "	1.296302679	NA	NA
"ZINC00043205072"	0.457655211	-0.078418212	0.379236999
"ZINC00043205344"	1.247919822	-0.446010234	0.801909588
"ZINC00043205655"	1.273974447	NA	NA
"ZINC00043206034"	1.245972324	NA	NA
"ZINC00043206370"	0.422151386	-1.100107803	-0.677956417
"ZINC00043206499"	0.280936276	NA	NA
"ZINC00043206649"	0.464057776	-0.543314005	-0.0792562290000001
"ZINC00043206812"	1.269422434	-0.889282967	0.380139467
"ZINC00043206813  "	1.312855753	NA	NA
"ZINC00043207055"	NA	-0.364923759	NA
"ZINC00043207055  "	0.07196078	NA	NA
"ZINC00043207238"	1.35528611	-0.294648814	1.060637296
"ZINC00043207440"	1.193623404	-0.58115436	0.612469044
"ZINC00043207516"	NA	-0.64602354	NA
"ZINC00043207566"	0.43764935	-1.50554018	-1.06789083
"ZINC00043207623"	NA	-0.846036846	NA
"ZINC00043207623  "	0.801931534	NA	NA
"ZINC00043207770"	0.248596579	-0.554125535	-0.305528956
"ZINC00043207772"	1.701412903	-0.391952584	1.309460319
"ZINC00043207851"	0.058662834	-0.673052365	-0.614389531
"ZINC00043208226"	1.303393985	-1.851509142	-0.548115157
"ZINC00043208325"	1.288770535	-2.246129989	-0.957359454
"ZINC00043208634"	1.453505782	-0.721704251	0.731801531
"ZINC00043208642"	0.748116669	NA	NA
"ZINC00043215103"	0.072840863	NA	NA
"ZINC00043277624"	0.877450079	-0.705486956	0.171963123
"ZINC0004337"	0.154517201	NA	NA
"ZINC0004351"	0.08857224	-0.456821764	-0.368249524
"ZINC00043606386"	0.271481507	-0.586560125	-0.315078618
"ZINC0004365402"	NA	-1.267686519	NA
"ZINC00043770782"	1.602736019	-0.218968103	1.383767916
"ZINC0004393014"	NA	-0.743327311	NA
"ZINC0004393164"	1.447898085	NA	NA
"ZINC000439476"	NA	-0.143287393	NA
"ZINC00044027"	NA	-0.337894934	NA
"ZINC00044063027"	0.59319788	-0.235185398	0.358012482
"ZINC0004428527"	0.607928314	-1.192005808	-0.584077494
"ZINC00044607935"	NA	-0.202750808	NA
"ZINC00044667951"	1.089570885	-1.143353923	-0.0537830379999999
"ZINC0004468780"	0.468246431	NA	NA
"ZINC0004468855"	0.683302806	-0.597371655	0.085931151
"ZINC0004474414"	1.067837101	-1.678524661	-0.61068756
"ZINC0004474460"	0.904729003	-1.689336191	-0.784607188
"ZINC0004474583"	0.792169302	-0.937934852	-0.14576555
"ZINC0004474668"	1.022357867	-1.429859469	-0.407501602
"ZINC0004474682"	1.112563424	NA	NA
"ZINC0004475360"	0.930913608	-0.240591163	0.690322445
"ZINC0004481936"	NA	-0.137881628	NA
"ZINC0004491429"	0.291420634	-0.6676466	-0.376225966
"ZINC00045108"	0.640579781	NA	NA
"ZINC0004512033"	0.641378833	NA	NA
"ZINC00045315610"	1.212280995	-1.543380535	-0.33109954
"ZINC00045336750"	0.925969321	-0.089229742	0.836739579
"ZINC0004533909"	1.303623711	NA	NA
"ZINC0004536236"	0.135946249	-0.148693158	-0.012746909
"ZINC0004594"	0.395126784	-0.029766327	0.365360457
"ZINC000459758"	0.203456275	NA	NA
"ZINC0004629876"	1.028698051	-1.889349497	-0.860651446
"ZINC0004654656  "	0.625620289	NA	NA
"ZINC0004654665"	0.466177661	NA	NA
"ZINC0004654944"	0.514961546	NA	NA
"ZINC0004655029"	1.235436385	-0.64602354	0.589412845
"ZINC0004655031"	NA	-0.289243048	NA
"ZINC0004655055"	0.042200098	NA	NA
"ZINC0004674528"	NA	-0.564937065	NA
"ZINC0004674533"	0.415004556	NA	NA
"ZINC0004693575"	0.721740723	-0.754138841	-0.0323981179999999
"ZINC0004715547"	1.339340714	-0.5595313	0.779809414
"ZINC00047553"	NA	-0.294648814	NA
"ZINC000477459"	0.22235284	-0.024360562	0.197992278
"ZINC00048551259"	NA	-0.446010234	NA
"ZINC0004877291"	NA	-0.50547365	NA
"ZINC00049019448"	1.257567504	NA	NA
"ZINC00049036447"	1.14602801	-0.202750808	0.943277202
"ZINC00049070412"	1.356946724	-2.013682093	-0.656735369
"ZINC000491073"	0.168232266	-0.694675426	-0.52644316
"ZINC00049137"	NA	-0.364923759	NA
"ZINC00049140"	NA	-0.910906027	NA
"ZINC00049141"	NA	-0.743327311	NA
"ZINC00049142"	NA	-0.6676466	NA
"ZINC0004919236"	0.049818294	-0.175721983	-0.125903689
"ZINC0004934"	0.233442243	NA	NA
"ZINC0004939"	0.347272316	-0.127070098	0.220202218
"ZINC00049538629"	0.681879715	-0.689269661	-0.00738994599999998
"ZINC00049643479"	NA	-0.105447038	NA
"ZINC00049757175"	1.270836285	-1.813668786	-0.542832501
"ZINC00049757234"	NA	-0.051389387	NA
"ZINC00049757234  "	0.740164138	NA	NA
"ZINC00049757291"	NA	-0.62440048	NA
"ZINC00049757291  "	0.136893181	NA	NA
"ZINC00049783788"	0.016715709	-0.456821764	-0.440106055
"ZINC0004982"	NA	-0.305460344	NA
"ZINC00049841054"	0.99773315	-0.354112229	0.643620921
"ZINC00049888788"	NA	-1.646090071	NA
"ZINC00049888788  "	0.473573359	NA	NA
"ZINC00049888891"	NA	-0.391952584	NA
"ZINC00049888891  "	0.935681929	NA	NA
"ZINC00049925459"	0.129031867	-0.50547365	-0.376441783
"ZINC00049925459z"	0.141289296	NA	NA
"ZINC00049933061"	NA	-0.148693158	NA
"ZINC00049933061  "	1.417143642	NA	NA
"ZINC000500"	NA	-0.116258568	NA
"ZINC0005009986"	0.426544692	NA	NA
"ZINC0005014"	0.195106443	-0.446010234	-0.250903791
"ZINC0005041"	NA	-0.408169879	NA
"ZINC0005085"	0.662796331	-1.375801819	-0.713005488
"ZINC0005116453"	0.052458037	NA	NA
"ZINC0005116719"	0.25552197	-0.60277742	-0.34725545
"ZINC0005117168  "	0.262060778	NA	NA
"ZINC0005127789"	NA	-0.343300699	NA
"ZINC0005133859"	NA	-0.575748595	NA
"ZINC0005134714"	NA	-0.191939278	NA
"ZINC0005138195"	NA	-0.208156573	NA
"ZINC0005138592"	0.230029009	-0.029766327	0.200262682
"ZINC0005138592z"	0.269584376	NA	NA
"ZINC0005162311"	NA	-0.332489169	NA
"ZINC00051768817"	0.961727557	-0.029766327	0.93196123
"ZINC0005188392"	NA	-1.370396054	NA
"ZINC0005188632"	0.163452605	-0.294648814	-0.131196209
"ZINC0005191"	NA	-0.283837283	NA
"ZINC00051951669"	1.072221094	-2.54885283	-1.476631736
"ZINC00051951670"	0.402719419	-0.543314005	-0.140594586
"ZINC000519827"	0.203870107	NA	NA
"ZINC000521836464"	NA	-2.592098951	NA
"ZINC000521836464  "	1.295422906	NA	NA
"ZINC0005225520"	0.018264913	-0.921717557	-0.903452644
"ZINC00052509362"	0.949299745	-1.975841737	-1.026541992
"ZINC00052509366"	1.410387162	-0.819008021	0.591379141
"ZINC00052509385"	1.182053954	-1.932595617	-0.750541663
"ZINC00052509388"	1.041524549	-2.094768568	-1.053244019
"ZINC00052509431"	1.029556251	-1.267686519	-0.238130268
"ZINC00052509434"	0.924018725	-0.478444824	0.445573901
"ZINC00052509437"	0.578297597	-0.651429305	-0.0731317079999999
"ZINC00052509437z"	0.65438426	NA	NA
"ZINC00052509444"	0.474874638	NA	NA
"ZINC00052509444z"	0.487936513	NA	NA
"ZINC00052509453"	1.152638371	-0.862254141	0.29038423
"ZINC00052509463"	1.228844923	-0.710892721	0.517952202
"ZINC00052509466"	1.211808561	NA	NA
"ZINC00052541473"	0.800530879	-0.473039059	0.32749182
"ZINC0005256"	0.304621513	NA	NA
"ZINC0005258"	0.586894868	-0.727110016	-0.140215148
"ZINC00052634547"	0.982178279	-0.802790726	0.179387553
"ZINC00052716421"	1.144427563	NA	NA
"ZINC000527386"	0.388033953	-0.418981409	-0.030947456
"ZINC00052968892"	NA	-0.954152147	NA
"ZINC00052968892  "	0.577658459	NA	NA
"ZINC00053006806"	NA	-0.424387174	NA
"ZINC00053006806  "	0.259296449	NA	NA
"ZINC00053006885"	1.244073823	-0.975775207	0.268298616
"ZINC00053046001"	0.435094411	-1.737988076	-1.302893665
"ZINC00053064442"	1.124261382	-1.127136628	-0.00287524599999989
"ZINC00053070632"	0.831574467	-0.954152147	-0.12257768
"ZINC00053084692"	NA	-0.240591163	NA
"ZINC00053119602"	0.82951429	-1.013615562	-0.184101272
"ZINC00053122805"	0.917164172	-0.678458131	0.238706041
"ZINC00053132258"	1.066519056	-2.008276327	-0.941757271
"ZINC00053151228"	NA	-0.456821764	NA
"ZINC00053151228  "	0.368207121	NA	NA
"ZINC00053151297"	NA	-0.040577857	NA
"ZINC00053226479"	NA	-0.50547365	NA
"ZINC00053246208"	NA	-1.429859469	NA
"ZINC00053246208  "	1.450331934	NA	NA
"ZINC00053255716"	1.038692622	-1.700147721	-0.661455099
"ZINC00053294258"	1.476646606	NA	NA
"ZINC0005355080"	0.849756223	-0.391952584	0.457803639
"ZINC00053683151"	NA	-0.597371655	NA
"ZINC00053683345"	NA	-1.55959783	NA
"ZINC00053683345  "	0.749571052	NA	NA
"ZINC0005377133"	0.036330775	-0.040577857	-0.004247082
"ZINC000537733"	0.042200098	NA	NA
"ZINC000537755"	1.253274768	-1.175788513	0.0774862549999999
"ZINC000537795"	0.875989392	-1.554192065	-0.678202673
"ZINC000537805"	1.193623404	-1.662307366	-0.468683962
"ZINC000537818"	0.806013037	-1.110919333	-0.304906296
"ZINC000537822"	0.487041237	-0.846036846	-0.358995609
"ZINC000537874"	0.023825172	-0.900094497	-0.876269325
"ZINC000537875"	1.24265416	-0.164910453	1.077743707
"ZINC000537877"	0.768844899	-1.046050152	-0.277205253
"ZINC000537891"	0.504509884	NA	NA
"ZINC000537908"	1.049860146	NA	NA
"ZINC000537914"	0.744422815	-0.575748595	0.16867422
"ZINC000537928"	1.178292063	-1.256874989	-0.0785829259999999
"ZINC000537931"	0.429646426	NA	NA
"ZINC000538065"	1.381795856	-1.132542393	0.249253463
"ZINC000538083"	0.549823885	-0.121664333	0.428159552
"ZINC000538096"	1.04023604	NA	NA
"ZINC000538116"	0.699640632	-1.262280754	-0.562640122
"ZINC000538156"	0.47571888	-1.029832857	-0.554113977
"ZINC000538163"	0.623263198	-0.024360562	0.598902636
"ZINC000538174"	0.463294922	-0.543314005	-0.080019083
"ZINC000538186"	0.584109487	-1.5487863	-0.964676813
"ZINC000538194"	0.747076219	-1.089296273	-0.342220054
"ZINC000538202"	0.163764577	-0.197345043	-0.033580466
"ZINC000538273"	0.504509884	NA	NA
"ZINC000538275"	1.232368615	-0.721704251	0.510664364
"ZINC000538312"	0.795430039	-1.59203242	-0.796602381
"ZINC000538314"	1.163660257	-0.256808458	0.906851799
"ZINC000538337"	1.156388794	-1.094702038	0.0616867559999998
"ZINC000538354"	0.330157557	-0.029766327	0.30039123
"ZINC000538362"	0.799224004	NA	NA
"ZINC000538386"	0.449510962	NA	NA
"ZINC000538415"	0.984021892	-0.456821764	0.527200128
"ZINC000538438"	0.880802025	-0.370329524	0.510472501
"ZINC000538440"	0.04811054	NA	NA
"ZINC000538461"	0.686341673	-1.629872776	-0.943531103
"ZINC000538471"	0.407349041	-0.132475863	0.274873178
"ZINC000538476"	1.495347807	-0.391952584	1.103395223
"ZINC000538483"	0.55119559	-0.678458131	-0.127262541
"ZINC000538492"	NA	-0.60277742	NA
"ZINC000538507"	0.47092842	-0.208156573	0.262771847
"ZINC000538509"	0.402266689	-0.916311792	-0.514045103
"ZINC000538538"	0.753905568	-0.543314005	0.210591563
"ZINC000538544"	1.052885392	-0.089229742	0.96365565
"ZINC000538550"	0.672445303	-1.50554018	-0.833094877
"ZINC000538590"	0.923270788	NA	NA
"ZINC000538621  "	1.651405543	NA	NA
"ZINC000538627"	0.945660409	NA	NA
"ZINC000538650"	0.692018136	-0.932529087	-0.240510951
"ZINC0005387628"	NA	-0.121664333	NA
"ZINC0005420178"	NA	-0.035172092	NA
"ZINC0005421253"	NA	-1.208223103	NA
"ZINC0005530087  "	0.604676999	NA	NA
"ZINC0005573462"	0.576164347	NA	NA
"ZINC00055760827"	1.443754242	-2.310999169	-0.867244927
"ZINC0005615480"	NA	-2.446143295	NA
"ZINC00056435"	NA	-0.067606682	NA
"ZINC0005644396"	0.249388045	NA	NA
"ZINC00056509"	NA	-0.381141054	NA
"ZINC00056555"	0.542833993	-0.045983622	0.496850371
"ZINC00056556"	NA	-0.721704251	NA
"ZINC00056643"	NA	-0.889282967	NA
"ZINC00056645"	NA	-0.348706464	NA
"ZINC00056761"	NA	-0.191939278	NA
"ZINC000567816"	NA	-0.554125535	NA
"ZINC00056898757"	NA	-0.575748595	NA
"ZINC00056898757  "	0.74221351	NA	NA
"ZINC00056898832"	0.832814486	-1.062267448	-0.229452962
"ZINC00056898863"	0.926092375	-1.251469224	-0.325376849
"ZINC00057008"	0.356411333	-0.564937065	-0.208525732
"ZINC0005719"	NA	-0.132475863	NA
"ZINC0005719  "	0.15979109	NA	NA
"ZINC00057198"	0.168826221	-0.856848376	-0.688022155
"ZINC00057260"	0.371032751	NA	NA
"ZINC00057297068  "	0.038129097	NA	NA
"ZINC00057302"	NA	-0.629806245	NA
"ZINC00057313"	0.193313298	NA	NA
"ZINC00057318556"	0.73365746	-0.089229742	0.644427718
"ZINC0005733652"	0.281275949	-0.375735289	-0.0944593399999999
"ZINC0005739"	NA	-0.813602256	NA
"ZINC00057401"	NA	-0.483850589	NA
"ZINC00057417"	0.350005049	NA	NA
"ZINC00057435"	0.119035824	NA	NA
"ZINC00057461"	0.161185596	NA	NA
"ZINC00057466"	0.221540558	NA	NA
"ZINC00057483"	NA	-0.483850589	NA
"ZINC00057490"	0.332136643	-0.300054579	0.032082064
"ZINC00057493"	NA	-0.775761901	NA
"ZINC00057494"	0.036289656	-0.808196491	-0.771906835
"ZINC00057501"	NA	-0.791979196	NA
"ZINC00057512"	NA	-0.473039059	NA
"ZINC00057513"	NA	-0.029766327	NA
"ZINC0005751767  "	0.307519391	NA	NA
"ZINC00057522"	0.054167694	-0.851442611	-0.797274917
"ZINC0005761797"	0.761432859	-0.743327311	0.018105548
"ZINC0005763835"	0.392894199	NA	NA
"ZINC0005764481"	0.494501111	-0.321677639	0.172823472
"ZINC000577115"	0.726450349	-0.975775207	-0.249324858
"ZINC0005784191"	0.253790153	-1.089296273	-0.83550612
"ZINC000579168"	1.013050641	-1.381207584	-0.368156943
"ZINC000579472"	0.88741406	NA	NA
"ZINC0005803"	0.745296229	-0.52709671	0.218199519
"ZINC000581684"	0.891985351	-0.483850589	0.408134762
"ZINC0005823"	0.495715508	-0.58115436	-0.085438852
"ZINC000582575"	0.641575486	-0.489256355	0.152319131
"ZINC000582590"	0.931984154	NA	NA
"ZINC000582597"	0.777265306	-0.013549032	0.763716274
"ZINC000584092"	0.357663332	-0.327083404	0.030579928
"ZINC0005843546"	NA	-0.462227529	NA
"ZINC0005843546  "	0.602770297	NA	NA
"ZINC0005851063"	NA	-0.316271874	NA
"ZINC000585151"	0.999861837	-0.49466212	0.505199717
"ZINC00058541936"	0.544660853	NA	NA
"ZINC00058563818"	1.314688829	-1.50554018	-0.190851351
"ZINC0005857864"	0.336789841	NA	NA
"ZINC0005857871"	0.772185796	NA	NA
"ZINC00058631551"	0.184479247	-0.883877202	-0.699397955
"ZINC00058638344"	1.420358939	-1.521757475	-0.101398536
"ZINC00058638454"	0.350908351	NA	NA
"ZINC00058638788"	0.904125139	NA	NA
"ZINC00058649424"	NA	-1.186600043	NA
"ZINC00058649424  "	0.543091941	NA	NA
"ZINC00058649939"	0.912948491	-0.689269661	0.22367883
"ZINC00058655571"	1.007898395	NA	NA
"ZINC00058660702"	1.208061318	-1.310932639	-0.102871321
"ZINC00058661275"	1.315351409	-2.035305153	-0.719953744
"ZINC0005871"	0.673858655	-0.500067885	0.17379077
"ZINC0005895"	NA	-0.137881628	NA
"ZINC00059047060"	NA	-0.424387174	NA
"ZINC00059047060  "	0.378526496	NA	NA
"ZINC000590964"	0.660132472	-1.667713131	-1.007580659
"ZINC000591057"	0.793494333	NA	NA
"ZINC000591398"	0.978451973	NA	NA
"ZINC000591443"	0.648197113	-0.943340617	-0.295143504
"ZINC000591998"	0.148031993	-1.510945945	-1.362913952
"ZINC00059224388"	1.197019932	-0.770356136	0.426663796
"ZINC000592419"	0.597853191	NA	NA
"ZINC00059258483"	NA	-1.213628868	NA
"ZINC00059258483  "	1.318319572	NA	NA
"ZINC00059258964"	1.156880356	-0.5595313	0.597349056
"ZINC00059263715"	0.867166221	-1.300121109	-0.432954888
"ZINC00059277233"	NA	-0.829819551	NA
"ZINC00059277233  "	0.405957619	NA	NA
"ZINC0005930916"	NA	-0.267619988	NA
"ZINC000593414"	NA	-0.873065672	NA
"ZINC000593414  "	0.989103663	NA	NA
"ZINC000593415"	NA	-0.013549032	NA
"ZINC000593415  "	0.745054198	NA	NA
"ZINC0005936"	0.562340031	-0.456821764	0.105518267
"ZINC0005956176"	NA	-0.889282967	NA
"ZINC0005956176  "	0.634173983	NA	NA
"ZINC000596596"	1.205054336	NA	NA
"ZINC000596731"	0.780641747	-0.289243048	0.491398699
"ZINC000596929"	1.058724625	-1.202817338	-0.144092713
"ZINC000596951"	0.625650717	-1.332555699	-0.706904982
"ZINC000597214"	0.489695538	NA	NA
"ZINC000597316"	0.192671629	NA	NA
"ZINC000597400"	0.812075227	-1.013615562	-0.201540335
"ZINC000597434"	0.473739753	-1.073078978	-0.599339225
"ZINC000597480"	0.169955106	NA	NA
"ZINC000597502"	0.253657582	-0.510879415	-0.257221833
"ZINC000598040"	0.546627783	-0.743327311	-0.196699528
"ZINC000598089"	0.850265509	-0.700081191	0.150184318
"ZINC000598193"	0.788222098	-0.370329524	0.417892574
"ZINC000598219"	0.798727062	-1.127136628	-0.328409566
"ZINC000598220"	0.670850755	-1.667713131	-0.996862376
"ZINC000598390  "	1.444876876	NA	NA
"ZINC000598422"	NA	-0.035172092	NA
"ZINC000598422  "	0.302472185	NA	NA
"ZINC000598425"	NA	-0.316271874	NA
"ZINC000598509"	1.715638849	-1.089296273	0.626342576
"ZINC000598622"	NA	-0.689269661	NA
"ZINC000598730"	0.647656966	-0.267619988	0.380036978
"ZINC000598829"	0.667934281	-0.354112229	0.313822052
"ZINC000598965"	0.605665537	-0.391952584	0.213712953
"ZINC0005994"	0.28326163	NA	NA
"ZINC000599598"	0.464743723	NA	NA
"ZINC000599734"	0.778844978	-0.53790824	0.240936738
"ZINC0005999205"	0.076175213	-0.127070098	-0.050894885
"ZINC000600292"	0.10501478	-0.267619988	-0.162605208
"ZINC000600399"	1.211604969	-1.046050152	0.165554817
"ZINC000600430"	0.762933215	-0.305460344	0.457472871
"ZINC000600432"	0.656865579	-0.829819551	-0.172953972
"ZINC000600547"	1.427904785	-0.375735289	1.052169496
"ZINC000600564"	1.715158849	-0.862254141	0.852904708
"ZINC000600699"	0.929744819	NA	NA
"ZINC000600747"	1.425340026	-0.840631081	0.584708945
"ZINC000600748"	0.960568063	-1.500134415	-0.539566352
"ZINC000600771"	0.959584176	-0.110852803	0.848731373
"ZINC000601249"	0.530666882	NA	NA
"ZINC000601270"	0.480340004	-0.856848376	-0.376508372
"ZINC000601272"	0.872607639	NA	NA
"ZINC000601274"	1.222570346	-2.154231983	-0.931661637
"ZINC000601283"	0.631461614	NA	NA
"ZINC000601293"	0.314108363	-2.148826218	-1.834717855
